0, 1
1, 2
2, 3
3, 4
4, 5
5, 6
6, 7
7, 8
8, 9
9, 10
10, 11
11, 12
12, 13
13, 14
14, 15
15, 16
16, 17
17, 18
18, 19
19, 20
20, 21
21, 22
22, 23
23, 24
24, 25
25, 26
26, 27
27, 28
28, 29
29, 30
30, 31
31, 32
32, 33
33, 34
34, 35
35, 36
36, 37
37, 38
38, 39
39, 40
40, 41
41, 42
42, 43
43, 44
44, 45
45, 46
46, 47
47, 48
48, 49
49, 50
50, 51
51, 52
52, 53
53, 54
54, 55
55, 56
56, 57
57, 58
58, 59
59, 60
60, 61
61, 62
62, 63
63, 64
64, 65
65, 66
66, 67
67, 68
68, 69
69, 70
70, 71
71, 72
72, 73
73, 74
74, 75
75, 76
76, 77
77, 78
78, 79
79, 80
80, 81
81, 82
82, 83
83, 84
84, 85
85, 86
86, 87
87, 88
88, 89
89, 90
90, 91
91, 92
92, 93
93, 94
94, 95
95, 96
96, 97
97, 98
98, 99
1, 3
2, 4
5, 7
8, 10
12, 14
13, 15
15, 17
18, 20
21, 23
23, 25
25, 27
26, 28
27, 29
29, 31
30, 32
32, 34
33, 35
35, 37
36, 38
37, 39
39, 41
40, 42
42, 44
45, 47
47, 49
49, 51
52, 54
54, 56
57, 59
60, 62
62, 64
64, 66
65, 67
68, 70
69, 71
72, 74
74, 76
76, 78
79, 81
81, 83
83, 85
85, 87
87, 89
89, 91
91, 93
93, 95
96, 98
1, 4
2, 5
8, 11
11, 14
12, 15
15, 18
17, 20
25, 28
26, 29
29, 32
32, 35
35, 38
36, 39
39, 42
44, 47
46, 49
49, 52
54, 57
59, 62
64, 67
65, 68
68, 71
76, 79
79, 82
80, 83
91, 94
96, 99
1, 5
8, 12
11, 15
15, 19
16, 20
25, 29
27, 31
28, 32
35, 39
44, 48
45, 49
59, 63
60, 64
64, 68
68, 72
72, 76
79, 83
83, 87
87, 91
91, 95
1, 6
2, 7
10, 15
15, 20
25, 30
26, 31
27, 32
42, 47
44, 49
49, 54
54, 59
59, 64
74, 79
89, 94
1, 7
8, 14
15, 21
25, 31
26, 32
42, 48
72, 78
89, 95
8, 15
25, 32
32, 39
35, 42
42, 49
44, 51
64, 71
72, 79
76, 83
87, 94
7, 15
44, 52
60, 68
64, 72
87, 95
23, 32
42, 51
59, 68
74, 83
32, 42
42, 52
44, 54
60, 71
72, 83
42, 54
59, 71
60, 72
83, 95
59, 72
23, 39
25, 42
42, 59
21, 39
23, 42
21, 42
59, 83
15, 42
23, 54
21, 54
25, 59
23, 59
21, 59
15, 54
15, 59
23, 83
21, 83
15, 83
